"","Groupe","Cocktail","Ingrédients","Recette","Images"
"140","96-grands-classiques","cuba-libre","4 cl de jus de citrons verts","
			Réalisez la recette ""Cuba libre"" directement dans le verre.		 
			Verser citron et rhum sur des glaçons. Compléter avec le coca cola. Remuer lentement.		 
			Servir dans un verre de type ""tumbler"".		 
			Décorer avec une tranche de citron vert.		","https://assets.afcdn.com/recipe/20180801/81646_w512h384c1cx2611cy1740.jpg"
"141","96-grands-classiques","cuba-libre","15 cl de cola (coca cola, pepsi)","
			Réalisez la recette ""Cuba libre"" directement dans le verre.		 
			Verser citron et rhum sur des glaçons. Compléter avec le coca cola. Remuer lentement.		 
			Servir dans un verre de type ""tumbler"".		 
			Décorer avec une tranche de citron vert.		","https://assets.afcdn.com/recipe/20180801/81646_w512h384c1cx2611cy1740.jpg"
"142","cocktails-au-rhum","marquisette"," bouteille de limonade (soda, sprite, 7up)","
			Réalisez la recette ""Marquisette"" directement en bouteilles.		 
			Verser les ingrédients dans un grand récipient (sauf le vin mousseux et la limonade) avec les fruits coupés en petits morceaux. Remuer et laissez macérer 48 à 72 heures au frais dans le réfrigérateur. Ajoutez la limonade fraîche et le vin pétillant frais juste avant de servir.
Vous pouvez le consommer immédiatement ou le conserver au frais en bouteilles fermées après avoir filtré.		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20180705/80340_w512h384c1cx2808cy1872.jpg"
"143","cocktails-au-rhum","marquisette"," bouteille de vin mousseux","
			Réalisez la recette ""Marquisette"" directement en bouteilles.		 
			Verser les ingrédients dans un grand récipient (sauf le vin mousseux et la limonade) avec les fruits coupés en petits morceaux. Remuer et laissez macérer 48 à 72 heures au frais dans le réfrigérateur. Ajoutez la limonade fraîche et le vin pétillant frais juste avant de servir.
Vous pouvez le consommer immédiatement ou le conserver au frais en bouteilles fermées après avoir filtré.		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20180705/80340_w512h384c1cx2808cy1872.jpg"
"144","cocktails-au-rhum","marquisette","33 cl de sirop d'orange sanguine","
			Réalisez la recette ""Marquisette"" directement en bouteilles.		 
			Verser les ingrédients dans un grand récipient (sauf le vin mousseux et la limonade) avec les fruits coupés en petits morceaux. Remuer et laissez macérer 48 à 72 heures au frais dans le réfrigérateur. Ajoutez la limonade fraîche et le vin pétillant frais juste avant de servir.
Vous pouvez le consommer immédiatement ou le conserver au frais en bouteilles fermées après avoir filtré.		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20180705/80340_w512h384c1cx2808cy1872.jpg"
"145","cocktails-au-rhum","marquisette","1 cl de sucre","
			Réalisez la recette ""Marquisette"" directement en bouteilles.		 
			Verser les ingrédients dans un grand récipient (sauf le vin mousseux et la limonade) avec les fruits coupés en petits morceaux. Remuer et laissez macérer 48 à 72 heures au frais dans le réfrigérateur. Ajoutez la limonade fraîche et le vin pétillant frais juste avant de servir.
Vous pouvez le consommer immédiatement ou le conserver au frais en bouteilles fermées après avoir filtré.		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20180705/80340_w512h384c1cx2808cy1872.jpg"
"146","cocktails-au-rhum","marquisette","10 cl de liqueur mandarine napoléon","
			Réalisez la recette ""Marquisette"" directement en bouteilles.		 
			Verser les ingrédients dans un grand récipient (sauf le vin mousseux et la limonade) avec les fruits coupés en petits morceaux. Remuer et laissez macérer 48 à 72 heures au frais dans le réfrigérateur. Ajoutez la limonade fraîche et le vin pétillant frais juste avant de servir.
Vous pouvez le consommer immédiatement ou le conserver au frais en bouteilles fermées après avoir filtré.		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20180705/80340_w512h384c1cx2808cy1872.jpg"
"147","cocktails-au-rhum","marquisette","1/4 bouteille de rhum blanc","
			Réalisez la recette ""Marquisette"" directement en bouteilles.		 
			Verser les ingrédients dans un grand récipient (sauf le vin mousseux et la limonade) avec les fruits coupés en petits morceaux. Remuer et laissez macérer 48 à 72 heures au frais dans le réfrigérateur. Ajoutez la limonade fraîche et le vin pétillant frais juste avant de servir.
Vous pouvez le consommer immédiatement ou le conserver au frais en bouteilles fermées après avoir filtré.		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20180705/80340_w512h384c1cx2808cy1872.jpg"
"148","cocktails-au-rhum","marquisette","2 bouteilles de vin blanc","
			Réalisez la recette ""Marquisette"" directement en bouteilles.		 
			Verser les ingrédients dans un grand récipient (sauf le vin mousseux et la limonade) avec les fruits coupés en petits morceaux. Remuer et laissez macérer 48 à 72 heures au frais dans le réfrigérateur. Ajoutez la limonade fraîche et le vin pétillant frais juste avant de servir.
Vous pouvez le consommer immédiatement ou le conserver au frais en bouteilles fermées après avoir filtré.		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20180705/80340_w512h384c1cx2808cy1872.jpg"
"149","cocktails-au-rhum","marquisette","4 oranges","
			Réalisez la recette ""Marquisette"" directement en bouteilles.		 
			Verser les ingrédients dans un grand récipient (sauf le vin mousseux et la limonade) avec les fruits coupés en petits morceaux. Remuer et laissez macérer 48 à 72 heures au frais dans le réfrigérateur. Ajoutez la limonade fraîche et le vin pétillant frais juste avant de servir.
Vous pouvez le consommer immédiatement ou le conserver au frais en bouteilles fermées après avoir filtré.		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20180705/80340_w512h384c1cx2808cy1872.jpg"
"150","cocktails-au-rhum","marquisette","4 citrons","
			Réalisez la recette ""Marquisette"" directement en bouteilles.		 
			Verser les ingrédients dans un grand récipient (sauf le vin mousseux et la limonade) avec les fruits coupés en petits morceaux. Remuer et laissez macérer 48 à 72 heures au frais dans le réfrigérateur. Ajoutez la limonade fraîche et le vin pétillant frais juste avant de servir.
Vous pouvez le consommer immédiatement ou le conserver au frais en bouteilles fermées après avoir filtré.		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20180705/80340_w512h384c1cx2808cy1872.jpg"
"151","cocktails-au-rhum","punch-exotique","4 l de jus d'oranges","
			Réalisez la recette ""Punch exotique"" dans un grand récipient.		 
			On préfèrera utiliser un rhum blanc classique. Le mélange se prépare entre 4 heures à 2 jours avant d'être consommé. 
Fendez les deux gousses de vanille, mettez-les avec tous les autres ingrédients dans un grand récipient et laisser reposer (macération). Le jour de la consommation, ajuster le goût avec un complément de sucre de canne si trop acide ou de jus d'orange ou de pamplemousse si trop sucré. Laissez à disposition sirop de citron et sirop de sucre de canne selon les goûts et n'ajoutez pas de glace, ça tue le punch!  Servez à la louche et n'oubliez pas de trinquer. .		 
			Servir dans un verre de type ""tumbler"".		 
			Eventuellement, des tranches d'orange à placer sur le bord du verre.		","https://assets.afcdn.com/recipe/20180705/80348_w512h384c1cx1491cy2383.jpg"
"152","cocktails-au-rhum","punch-exotique","1 verre de sirop de sucre de canne","
			Réalisez la recette ""Punch exotique"" dans un grand récipient.		 
			On préfèrera utiliser un rhum blanc classique. Le mélange se prépare entre 4 heures à 2 jours avant d'être consommé. 
Fendez les deux gousses de vanille, mettez-les avec tous les autres ingrédients dans un grand récipient et laisser reposer (macération). Le jour de la consommation, ajuster le goût avec un complément de sucre de canne si trop acide ou de jus d'orange ou de pamplemousse si trop sucré. Laissez à disposition sirop de citron et sirop de sucre de canne selon les goûts et n'ajoutez pas de glace, ça tue le punch!  Servez à la louche et n'oubliez pas de trinquer. .		 
			Servir dans un verre de type ""tumbler"".		 
			Eventuellement, des tranches d'orange à placer sur le bord du verre.		","https://assets.afcdn.com/recipe/20180705/80348_w512h384c1cx1491cy2383.jpg"
"153","cocktails-au-rhum","punch-exotique","100 cl de rhum blanc","
			Réalisez la recette ""Punch exotique"" dans un grand récipient.		 
			On préfèrera utiliser un rhum blanc classique. Le mélange se prépare entre 4 heures à 2 jours avant d'être consommé. 
Fendez les deux gousses de vanille, mettez-les avec tous les autres ingrédients dans un grand récipient et laisser reposer (macération). Le jour de la consommation, ajuster le goût avec un complément de sucre de canne si trop acide ou de jus d'orange ou de pamplemousse si trop sucré. Laissez à disposition sirop de citron et sirop de sucre de canne selon les goûts et n'ajoutez pas de glace, ça tue le punch!  Servez à la louche et n'oubliez pas de trinquer. .		 
			Servir dans un verre de type ""tumbler"".		 
			Eventuellement, des tranches d'orange à placer sur le bord du verre.		","https://assets.afcdn.com/recipe/20180705/80348_w512h384c1cx1491cy2383.jpg"
"154","cocktails-au-rhum","punch-exotique","100 cl de jus de pamplemousses","
			Réalisez la recette ""Punch exotique"" dans un grand récipient.		 
			On préfèrera utiliser un rhum blanc classique. Le mélange se prépare entre 4 heures à 2 jours avant d'être consommé. 
Fendez les deux gousses de vanille, mettez-les avec tous les autres ingrédients dans un grand récipient et laisser reposer (macération). Le jour de la consommation, ajuster le goût avec un complément de sucre de canne si trop acide ou de jus d'orange ou de pamplemousse si trop sucré. Laissez à disposition sirop de citron et sirop de sucre de canne selon les goûts et n'ajoutez pas de glace, ça tue le punch!  Servez à la louche et n'oubliez pas de trinquer. .		 
			Servir dans un verre de type ""tumbler"".		 
			Eventuellement, des tranches d'orange à placer sur le bord du verre.		","https://assets.afcdn.com/recipe/20180705/80348_w512h384c1cx1491cy2383.jpg"
"155","cocktails-au-rhum","punch-exotique","100 cl de jus de fruits exotiques","
			Réalisez la recette ""Punch exotique"" dans un grand récipient.		 
			On préfèrera utiliser un rhum blanc classique. Le mélange se prépare entre 4 heures à 2 jours avant d'être consommé. 
Fendez les deux gousses de vanille, mettez-les avec tous les autres ingrédients dans un grand récipient et laisser reposer (macération). Le jour de la consommation, ajuster le goût avec un complément de sucre de canne si trop acide ou de jus d'orange ou de pamplemousse si trop sucré. Laissez à disposition sirop de citron et sirop de sucre de canne selon les goûts et n'ajoutez pas de glace, ça tue le punch!  Servez à la louche et n'oubliez pas de trinquer. .		 
			Servir dans un verre de type ""tumbler"".		 
			Eventuellement, des tranches d'orange à placer sur le bord du verre.		","https://assets.afcdn.com/recipe/20180705/80348_w512h384c1cx1491cy2383.jpg"
"156","cocktails-au-rhum","punch-exotique","2 gousses de vanille","
			Réalisez la recette ""Punch exotique"" dans un grand récipient.		 
			On préfèrera utiliser un rhum blanc classique. Le mélange se prépare entre 4 heures à 2 jours avant d'être consommé. 
Fendez les deux gousses de vanille, mettez-les avec tous les autres ingrédients dans un grand récipient et laisser reposer (macération). Le jour de la consommation, ajuster le goût avec un complément de sucre de canne si trop acide ou de jus d'orange ou de pamplemousse si trop sucré. Laissez à disposition sirop de citron et sirop de sucre de canne selon les goûts et n'ajoutez pas de glace, ça tue le punch!  Servez à la louche et n'oubliez pas de trinquer. .		 
			Servir dans un verre de type ""tumbler"".		 
			Eventuellement, des tranches d'orange à placer sur le bord du verre.		","https://assets.afcdn.com/recipe/20180705/80348_w512h384c1cx1491cy2383.jpg"
"157","cocktails-au-rhum","punch-exotique","40 cl de rhum ambré","
			Réalisez la recette ""Punch exotique"" dans un grand récipient.		 
			On préfèrera utiliser un rhum blanc classique. Le mélange se prépare entre 4 heures à 2 jours avant d'être consommé. 
Fendez les deux gousses de vanille, mettez-les avec tous les autres ingrédients dans un grand récipient et laisser reposer (macération). Le jour de la consommation, ajuster le goût avec un complément de sucre de canne si trop acide ou de jus d'orange ou de pamplemousse si trop sucré. Laissez à disposition sirop de citron et sirop de sucre de canne selon les goûts et n'ajoutez pas de glace, ça tue le punch!  Servez à la louche et n'oubliez pas de trinquer. .		 
			Servir dans un verre de type ""tumbler"".		 
			Eventuellement, des tranches d'orange à placer sur le bord du verre.		","https://assets.afcdn.com/recipe/20180705/80348_w512h384c1cx1491cy2383.jpg"
"158","cocktails-au-rhum","mai-tai","3 cl de rhum blanc","
			Réalisez la recette ""Mai Tai"" au shaker.		 
			Frapper les ingrédients et servir dans un verre rempli de glace.		 
			Servir dans un verre de type ""verre tulipe"".		 
			Une cerise confite, une tranche d'orange et un petit parasol.		","https://assets.afcdn.com/recipe/20180827/81969_w512h384c1cx750cy1000.jpg"
"159","cocktails-au-rhum","mai-tai","3 cl de rhum ambré","
			Réalisez la recette ""Mai Tai"" au shaker.		 
			Frapper les ingrédients et servir dans un verre rempli de glace.		 
			Servir dans un verre de type ""verre tulipe"".		 
			Une cerise confite, une tranche d'orange et un petit parasol.		","https://assets.afcdn.com/recipe/20180827/81969_w512h384c1cx750cy1000.jpg"
"160","cocktails-au-rhum","mai-tai","2 cl de triple sec (cointreau, grand marnier)","
			Réalisez la recette ""Mai Tai"" au shaker.		 
			Frapper les ingrédients et servir dans un verre rempli de glace.		 
			Servir dans un verre de type ""verre tulipe"".		 
			Une cerise confite, une tranche d'orange et un petit parasol.		","https://assets.afcdn.com/recipe/20180827/81969_w512h384c1cx750cy1000.jpg"
"161","cocktails-au-rhum","mai-tai","1 cl de sirop de sucre de canne","
			Réalisez la recette ""Mai Tai"" au shaker.		 
			Frapper les ingrédients et servir dans un verre rempli de glace.		 
			Servir dans un verre de type ""verre tulipe"".		 
			Une cerise confite, une tranche d'orange et un petit parasol.		","https://assets.afcdn.com/recipe/20180827/81969_w512h384c1cx750cy1000.jpg"
"162","cocktails-au-rhum","mai-tai","3 cl de jus de citrons verts","
			Réalisez la recette ""Mai Tai"" au shaker.		 
			Frapper les ingrédients et servir dans un verre rempli de glace.		 
			Servir dans un verre de type ""verre tulipe"".		 
			Une cerise confite, une tranche d'orange et un petit parasol.		","https://assets.afcdn.com/recipe/20180827/81969_w512h384c1cx750cy1000.jpg"
"163","cocktails-au-rhum","mai-tai","1 cl de sirop d'orgeat","
			Réalisez la recette ""Mai Tai"" au shaker.		 
			Frapper les ingrédients et servir dans un verre rempli de glace.		 
			Servir dans un verre de type ""verre tulipe"".		 
			Une cerise confite, une tranche d'orange et un petit parasol.		","https://assets.afcdn.com/recipe/20180827/81969_w512h384c1cx750cy1000.jpg"
"164","cocktails-au-rhum","planteur","6 cl de rhum brun","
			Réalisez la recette ""Planteur"" au shaker.		 
			Frapper les ingrédients au shaker avec de la glace. Versez en filtrant dans un verre contenant quelques glaçons.		 
			Servir dans un verre de type ""tumbler"".		 
			Placer une tranche d'orange et une cerise dans le verre.		","https://assets.afcdn.com/recipe/20180828/81990_w512h384c1cx1060cy707.jpg"
"165","cocktails-au-rhum","planteur","2 cl de jus de goyaves","
			Réalisez la recette ""Planteur"" au shaker.		 
			Frapper les ingrédients au shaker avec de la glace. Versez en filtrant dans un verre contenant quelques glaçons.		 
			Servir dans un verre de type ""tumbler"".		 
			Placer une tranche d'orange et une cerise dans le verre.		","https://assets.afcdn.com/recipe/20180828/81990_w512h384c1cx1060cy707.jpg"
"166","cocktails-au-rhum","planteur","2 cl de jus d'ananas","
			Réalisez la recette ""Planteur"" au shaker.		 
			Frapper les ingrédients au shaker avec de la glace. Versez en filtrant dans un verre contenant quelques glaçons.		 
			Servir dans un verre de type ""tumbler"".		 
			Placer une tranche d'orange et une cerise dans le verre.		","https://assets.afcdn.com/recipe/20180828/81990_w512h384c1cx1060cy707.jpg"
"167","cocktails-au-rhum","planteur","2 cl de jus d'oranges","
			Réalisez la recette ""Planteur"" au shaker.		 
			Frapper les ingrédients au shaker avec de la glace. Versez en filtrant dans un verre contenant quelques glaçons.		 
			Servir dans un verre de type ""tumbler"".		 
			Placer une tranche d'orange et une cerise dans le verre.		","https://assets.afcdn.com/recipe/20180828/81990_w512h384c1cx1060cy707.jpg"
"168","cocktails-au-rhum","planteur","1 cl de sirop de grenadine","
			Réalisez la recette ""Planteur"" au shaker.		 
			Frapper les ingrédients au shaker avec de la glace. Versez en filtrant dans un verre contenant quelques glaçons.		 
			Servir dans un verre de type ""tumbler"".		 
			Placer une tranche d'orange et une cerise dans le verre.		","https://assets.afcdn.com/recipe/20180828/81990_w512h384c1cx1060cy707.jpg"
"169","cocktails-au-rhum","punch-planteur","2 pincées de noix de muscade râpée","
			Réalisez la recette ""Punch Planteur"" dans un grand récipient.		 
			Presser le citron vert et versez le jus dans le récipient. Retirer les zestes du citron et déposez-les aussi dans le récipient (évitez de prélever l'écorce blanche).
Placer tous les autres ingrédients dans le récipient (saladier, bombone etc...), mélangez et placez au réfrigérateur. Servez dès que c'est frais, mais il sera meilleur après une semaine de repos. Servez à la louche.		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20180828/81991_w512h384c1cx750cy1000.jpg"
"170","cocktails-au-rhum","punch-planteur","10 cl de sirop de sucre de canne","
			Réalisez la recette ""Punch Planteur"" dans un grand récipient.		 
			Presser le citron vert et versez le jus dans le récipient. Retirer les zestes du citron et déposez-les aussi dans le récipient (évitez de prélever l'écorce blanche).
Placer tous les autres ingrédients dans le récipient (saladier, bombone etc...), mélangez et placez au réfrigérateur. Servez dès que c'est frais, mais il sera meilleur après une semaine de repos. Servez à la louche.		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20180828/81991_w512h384c1cx750cy1000.jpg"
"171","cocktails-au-rhum","punch-planteur","1 l de jus d'ananas","
			Réalisez la recette ""Punch Planteur"" dans un grand récipient.		 
			Presser le citron vert et versez le jus dans le récipient. Retirer les zestes du citron et déposez-les aussi dans le récipient (évitez de prélever l'écorce blanche).
Placer tous les autres ingrédients dans le récipient (saladier, bombone etc...), mélangez et placez au réfrigérateur. Servez dès que c'est frais, mais il sera meilleur après une semaine de repos. Servez à la louche.		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20180828/81991_w512h384c1cx750cy1000.jpg"
"172","cocktails-au-rhum","punch-planteur","1 l de jus d'oranges","
			Réalisez la recette ""Punch Planteur"" dans un grand récipient.		 
			Presser le citron vert et versez le jus dans le récipient. Retirer les zestes du citron et déposez-les aussi dans le récipient (évitez de prélever l'écorce blanche).
Placer tous les autres ingrédients dans le récipient (saladier, bombone etc...), mélangez et placez au réfrigérateur. Servez dès que c'est frais, mais il sera meilleur après une semaine de repos. Servez à la louche.		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20180828/81991_w512h384c1cx750cy1000.jpg"
"173","cocktails-au-rhum","punch-planteur","1 l de jus de goyaves","
			Réalisez la recette ""Punch Planteur"" dans un grand récipient.		 
			Presser le citron vert et versez le jus dans le récipient. Retirer les zestes du citron et déposez-les aussi dans le récipient (évitez de prélever l'écorce blanche).
Placer tous les autres ingrédients dans le récipient (saladier, bombone etc...), mélangez et placez au réfrigérateur. Servez dès que c'est frais, mais il sera meilleur après une semaine de repos. Servez à la louche.		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20180828/81991_w512h384c1cx750cy1000.jpg"
"174","cocktails-au-rhum","punch-planteur","1 l de rhum blanc","
			Réalisez la recette ""Punch Planteur"" dans un grand récipient.		 
			Presser le citron vert et versez le jus dans le récipient. Retirer les zestes du citron et déposez-les aussi dans le récipient (évitez de prélever l'écorce blanche).
Placer tous les autres ingrédients dans le récipient (saladier, bombone etc...), mélangez et placez au réfrigérateur. Servez dès que c'est frais, mais il sera meilleur après une semaine de repos. Servez à la louche.		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20180828/81991_w512h384c1cx750cy1000.jpg"
"175","cocktails-au-rhum","punch-planteur","2 pincées de cannelle en poudre","
			Réalisez la recette ""Punch Planteur"" dans un grand récipient.		 
			Presser le citron vert et versez le jus dans le récipient. Retirer les zestes du citron et déposez-les aussi dans le récipient (évitez de prélever l'écorce blanche).
Placer tous les autres ingrédients dans le récipient (saladier, bombone etc...), mélangez et placez au réfrigérateur. Servez dès que c'est frais, mais il sera meilleur après une semaine de repos. Servez à la louche.		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20180828/81991_w512h384c1cx750cy1000.jpg"
"176","cocktails-au-rhum","punch-planteur","1 citron vert","
			Réalisez la recette ""Punch Planteur"" dans un grand récipient.		 
			Presser le citron vert et versez le jus dans le récipient. Retirer les zestes du citron et déposez-les aussi dans le récipient (évitez de prélever l'écorce blanche).
Placer tous les autres ingrédients dans le récipient (saladier, bombone etc...), mélangez et placez au réfrigérateur. Servez dès que c'est frais, mais il sera meilleur après une semaine de repos. Servez à la louche.		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20180828/81991_w512h384c1cx750cy1000.jpg"
"177","cocktails-au-rhum","punch-planteur","2 vanille","
			Réalisez la recette ""Punch Planteur"" dans un grand récipient.		 
			Presser le citron vert et versez le jus dans le récipient. Retirer les zestes du citron et déposez-les aussi dans le récipient (évitez de prélever l'écorce blanche).
Placer tous les autres ingrédients dans le récipient (saladier, bombone etc...), mélangez et placez au réfrigérateur. Servez dès que c'est frais, mais il sera meilleur après une semaine de repos. Servez à la louche.		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20180828/81991_w512h384c1cx750cy1000.jpg"
"178","cocktails-au-rhum","grog","4 cl de rhum blanc","
			Réalisez la recette ""Grog"" à la casserole.		 
			Verser les ingrédients et allonger d'eau bouillante. 
Si vous n'avez pas de bâton de cannelle, utilisez 1 cuillère à café de cannelle en poudre.		 
			Servir dans un verre de type ""chope"".		 
			Décorer d'un zeste de citron.		","https://assets.afcdn.com/recipe/20180828/81984_w512h384c1cx1430cy675.jpg"
"179","cocktails-au-rhum","grog","1 morceau de sucre","
			Réalisez la recette ""Grog"" à la casserole.		 
			Verser les ingrédients et allonger d'eau bouillante. 
Si vous n'avez pas de bâton de cannelle, utilisez 1 cuillère à café de cannelle en poudre.		 
			Servir dans un verre de type ""chope"".		 
			Décorer d'un zeste de citron.		","https://assets.afcdn.com/recipe/20180828/81984_w512h384c1cx1430cy675.jpg"
"180","cocktails-au-rhum","grog","1 vanille","
			Réalisez la recette ""Grog"" à la casserole.		 
			Verser les ingrédients et allonger d'eau bouillante. 
Si vous n'avez pas de bâton de cannelle, utilisez 1 cuillère à café de cannelle en poudre.		 
			Servir dans un verre de type ""chope"".		 
			Décorer d'un zeste de citron.		","https://assets.afcdn.com/recipe/20180828/81984_w512h384c1cx1430cy675.jpg"
"181","cocktails-au-rhum","grog","2 cl de jus de citrons","
			Réalisez la recette ""Grog"" à la casserole.		 
			Verser les ingrédients et allonger d'eau bouillante. 
Si vous n'avez pas de bâton de cannelle, utilisez 1 cuillère à café de cannelle en poudre.		 
			Servir dans un verre de type ""chope"".		 
			Décorer d'un zeste de citron.		","https://assets.afcdn.com/recipe/20180828/81984_w512h384c1cx1430cy675.jpg"
"182","cocktails-au-rhum","grog","1 cannelle","
			Réalisez la recette ""Grog"" à la casserole.		 
			Verser les ingrédients et allonger d'eau bouillante. 
Si vous n'avez pas de bâton de cannelle, utilisez 1 cuillère à café de cannelle en poudre.		 
			Servir dans un verre de type ""chope"".		 
			Décorer d'un zeste de citron.		","https://assets.afcdn.com/recipe/20180828/81984_w512h384c1cx1430cy675.jpg"
"183","cocktails-au-rhum","morito","6 cl de rhum cubain (havana club, bacardi)","
			Réalisez la recette ""Morito"" directement dans le verre.		 
			Ecrasez les feuilles de menthe légèrement hâchées dans le verre à l'aide d'un pilon en y ajoutant le jus d'un demi citron. Remplir le verre à moitié de glace pilée et ajoutez le rhum. Mélangez et complétez avec la limonade.		 
			Servir dans un verre de type ""tumbler"".		 
			Décorer de feuilles de menthe fraîches.		","https://assets.afcdn.com/recipe/20180828/81985_w512h384c1cx1025cy1531.jpg"
"184","cocktails-au-rhum","morito","1/2 citron vert","
			Réalisez la recette ""Morito"" directement dans le verre.		 
			Ecrasez les feuilles de menthe légèrement hâchées dans le verre à l'aide d'un pilon en y ajoutant le jus d'un demi citron. Remplir le verre à moitié de glace pilée et ajoutez le rhum. Mélangez et complétez avec la limonade.		 
			Servir dans un verre de type ""tumbler"".		 
			Décorer de feuilles de menthe fraîches.		","https://assets.afcdn.com/recipe/20180828/81985_w512h384c1cx1025cy1531.jpg"
"185","cocktails-au-rhum","morito","1 cl de sirop de sucre de canne","
			Réalisez la recette ""Morito"" directement dans le verre.		 
			Ecrasez les feuilles de menthe légèrement hâchées dans le verre à l'aide d'un pilon en y ajoutant le jus d'un demi citron. Remplir le verre à moitié de glace pilée et ajoutez le rhum. Mélangez et complétez avec la limonade.		 
			Servir dans un verre de type ""tumbler"".		 
			Décorer de feuilles de menthe fraîches.		","https://assets.afcdn.com/recipe/20180828/81985_w512h384c1cx1025cy1531.jpg"
"186","cocktails-au-rhum","morito","4 feuilles de menthe","
			Réalisez la recette ""Morito"" directement dans le verre.		 
			Ecrasez les feuilles de menthe légèrement hâchées dans le verre à l'aide d'un pilon en y ajoutant le jus d'un demi citron. Remplir le verre à moitié de glace pilée et ajoutez le rhum. Mélangez et complétez avec la limonade.		 
			Servir dans un verre de type ""tumbler"".		 
			Décorer de feuilles de menthe fraîches.		","https://assets.afcdn.com/recipe/20180828/81985_w512h384c1cx1025cy1531.jpg"
"187","cocktails-au-rhum","morito"," Limonade (soda, sprite, 7up)","
			Réalisez la recette ""Morito"" directement dans le verre.		 
			Ecrasez les feuilles de menthe légèrement hâchées dans le verre à l'aide d'un pilon en y ajoutant le jus d'un demi citron. Remplir le verre à moitié de glace pilée et ajoutez le rhum. Mélangez et complétez avec la limonade.		 
			Servir dans un verre de type ""tumbler"".		 
			Décorer de feuilles de menthe fraîches.		","https://assets.afcdn.com/recipe/20180828/81985_w512h384c1cx1025cy1531.jpg"
"188","cocktails-au-rhum","mojito-fraise","6 cl de rhum cubain (havana club, bacardi)","
			Réalisez la recette ""Mojito Fraise"" directement dans le verre.		 
			Coupez le demi citron vert en dés et écrasez-les avec le sirop de canne et les fraises coupées en morceaux dans le verre à l'aide d'un pilon. Versez le sirop de sucre de canne, placez la menthe fraîche dans la préparation et pilez-la délicatement sans la broyer. Ajoutez la glace pilée, versez le rhum et allongez de jus de fraise.
.		 
			Servir dans un verre de type ""tumbler"".		 
			Un brin de menthe et une fraise.		","https://assets.afcdn.com/recipe/20180827/81971_w512h384c1cx740cy1238.jpg"
"189","cocktails-au-rhum","mojito-fraise","8 feuilles de menthe","
			Réalisez la recette ""Mojito Fraise"" directement dans le verre.		 
			Coupez le demi citron vert en dés et écrasez-les avec le sirop de canne et les fraises coupées en morceaux dans le verre à l'aide d'un pilon. Versez le sirop de sucre de canne, placez la menthe fraîche dans la préparation et pilez-la délicatement sans la broyer. Ajoutez la glace pilée, versez le rhum et allongez de jus de fraise.
.		 
			Servir dans un verre de type ""tumbler"".		 
			Un brin de menthe et une fraise.		","https://assets.afcdn.com/recipe/20180827/81971_w512h384c1cx740cy1238.jpg"
"190","cocktails-au-rhum","mojito-fraise","1/2 citron vert","
			Réalisez la recette ""Mojito Fraise"" directement dans le verre.		 
			Coupez le demi citron vert en dés et écrasez-les avec le sirop de canne et les fraises coupées en morceaux dans le verre à l'aide d'un pilon. Versez le sirop de sucre de canne, placez la menthe fraîche dans la préparation et pilez-la délicatement sans la broyer. Ajoutez la glace pilée, versez le rhum et allongez de jus de fraise.
.		 
			Servir dans un verre de type ""tumbler"".		 
			Un brin de menthe et une fraise.		","https://assets.afcdn.com/recipe/20180827/81971_w512h384c1cx740cy1238.jpg"
"191","cocktails-au-rhum","mojito-fraise","2 fraises","
			Réalisez la recette ""Mojito Fraise"" directement dans le verre.		 
			Coupez le demi citron vert en dés et écrasez-les avec le sirop de canne et les fraises coupées en morceaux dans le verre à l'aide d'un pilon. Versez le sirop de sucre de canne, placez la menthe fraîche dans la préparation et pilez-la délicatement sans la broyer. Ajoutez la glace pilée, versez le rhum et allongez de jus de fraise.
.		 
			Servir dans un verre de type ""tumbler"".		 
			Un brin de menthe et une fraise.		","https://assets.afcdn.com/recipe/20180827/81971_w512h384c1cx740cy1238.jpg"
